image,dataset,group_id,split,has_polyp,n_small
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/206.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/157.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/133.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/233.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/184.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/13.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/144.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/53.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/196.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/16.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/195.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/42.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/218.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/114.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/222.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/38.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/237.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/15.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/25.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/152.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/146.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/96.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/84.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/212.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/107.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/246.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/217.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/134.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/215.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/97.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/135.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/102.jpg,PolypGen,pgen_seq12,train,1,1
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/219.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/168.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/63.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/228.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/242.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/56.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/119.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/201.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/20.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/46.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/210.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/122.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/153.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/127.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/142.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/202.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/74.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/136.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/92.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/185.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/155.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/7.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/45.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/128.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/180.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/73.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/94.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/132.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/207.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/151.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/88.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/65.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/176.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/161.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/139.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/77.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/61.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/149.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/240.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/224.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/239.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/130.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/24.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/203.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/160.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/243.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/30.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/187.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/231.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/181.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/138.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/2.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/59.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/214.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/230.jpg,PolypGen,pgen_seq12,train,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/137.jpg,PolypGen,pgen_seq12,train,1,1
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/75.jpg,PolypGen,pgen_seq13,val,1,1
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/211.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/174.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/71.jpg,PolypGen,pgen_seq13,val,1,1
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/198.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/234.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/241.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/150.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/204.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/116.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/166.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/232.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/93.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/76.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/200.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/18.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/192.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/111.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/3.jpg,PolypGen,pgen_seq13,val,1,2
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/49.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/40.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/68.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/197.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/235.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/57.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/123.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/220.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/167.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/81.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/101.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/159.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/104.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/247.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/11.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/29.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/156.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/85.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/145.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/54.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/51.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/209.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/6.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/58.jpg,PolypGen,pgen_seq13,val,1,1
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/121.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/238.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/66.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/10.jpg,PolypGen,pgen_seq13,val,1,2
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/118.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/34.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/37.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/110.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/115.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/67.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/27.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/182.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/126.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/82.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/78.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/162.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/62.jpg,PolypGen,pgen_seq13,val,1,1
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/39.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/244.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/120.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/179.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/154.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/89.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/99.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/131.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/190.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/105.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/191.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/112.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/236.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/170.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/169.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/86.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/177.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/31.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/8.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/164.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/98.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/103.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/41.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/109.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/83.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/165.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/173.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/172.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/79.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/193.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/188.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/158.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/50.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/1.jpg,PolypGen,pgen_seq13,val,1,2
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/186.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/52.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/95.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/19.jpg,PolypGen,pgen_seq13,val,1,1
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/171.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/60.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/124.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/189.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/69.jpg,PolypGen,pgen_seq13,val,1,1
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/163.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/225.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/14.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/91.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/249.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/70.jpg,PolypGen,pgen_seq13,val,1,1
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/117.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/23.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/199.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/205.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/64.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/28.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/17.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/36.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/87.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/4.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/216.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/5.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/21.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/208.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/72.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/0.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/147.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/194.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/148.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/113.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/26.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/12.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/108.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/221.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/22.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/129.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/140.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/100.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/248.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/32.jpg,PolypGen,pgen_seq13,val,0,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/178.jpg,PolypGen,pgen_seq13,val,1,0
/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq13/images/9.jpg,PolypGen,pgen_seq13,val,1,0
