dataset,image,group_id,polyp_idx,xmin,ymin,xmax,ymax,img_h,img_w,seg_area_native,seg_area_640,bbox_area_640,rel_area_pct,size_coco,size_coco_native,size_clinical,diam_px_640
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/124.jpg,pgen_seq12,0,521,799,603,902,1024,1030,6348,2451,3333,0.602,medium,medium,small,55.9
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/189.jpg,pgen_seq12,0,472,485,610,586,1024,1030,10770,4158,5474,1.021,medium,large,small,72.8
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/69.jpg,pgen_seq12,0,364,773,516,874,1024,1030,12431,4799,6025,1.179,medium,large,small,78.2
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/163.jpg,pgen_seq12,0,553,548,723,678,1024,1030,14536,5612,8649,1.378,medium,large,small,84.5
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/225.jpg,pgen_seq12,0,508,637,716,867,1024,1030,32006,12357,18640,3.035,large,large,medium,125.4
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/14.jpg,pgen_seq12,0,379,691,542,818,1024,1030,14849,5733,8105,1.408,medium,large,small,85.4
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/91.jpg,pgen_seq12,0,479,871,627,968,1024,1030,11658,4501,5638,1.105,medium,large,small,75.7
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/249.jpg,pgen_seq12,0,524,572,687,852,1024,1030,32655,12608,17792,3.096,large,large,medium,126.7
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/70.jpg,pgen_seq12,0,365,776,522,879,1024,1030,12817,4948,6344,1.215,medium,large,small,79.4
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/117.jpg,pgen_seq12,0,377,740,606,907,1024,1030,31015,11974,14918,2.941,large,large,medium,123.5
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/23.jpg,pgen_seq12,0,384,695,552,816,1024,1030,15160,5853,7960,1.437,medium,large,small,86.3
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/199.jpg,pgen_seq12,0,528,499,674,656,1024,1030,16674,6438,8967,1.581,medium,large,small,90.5
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/205.jpg,pgen_seq12,0,517,483,676,664,1024,1030,20993,8105,11243,1.99,medium,large,medium,101.6
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/64.jpg,pgen_seq12,0,361,764,514,863,1024,1030,11881,4587,5946,1.126,medium,large,small,76.4
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/28.jpg,pgen_seq12,0,345,868,644,1018,1024,1030,38692,14938,17490,3.668,large,large,medium,137.9
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/17.jpg,pgen_seq12,0,356,841,652,1018,1024,1030,43918,16956,20411,4.164,large,large,medium,146.9
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/36.jpg,pgen_seq12,0,371,739,538,852,1024,1030,14743,5692,7394,1.398,medium,large,small,85.1
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/87.jpg,pgen_seq12,0,364,776,523,878,1024,1030,13188,5092,6363,1.25,medium,large,small,80.5
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/4.jpg,pgen_seq12,0,384,656,551,791,1024,1030,16259,6277,8821,1.542,medium,large,small,89.4
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/216.jpg,pgen_seq12,0,483,591,684,813,1024,1030,29940,11559,17392,2.839,large,large,medium,121.3
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/5.jpg,pgen_seq12,0,380,665,548,799,1024,1030,16465,6357,8809,1.561,medium,large,small,90.0
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/21.jpg,pgen_seq12,0,385,707,550,824,1024,1030,15256,5890,7563,1.446,medium,large,small,86.6
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/208.jpg,pgen_seq12,0,507,500,671,690,1024,1030,21958,8478,12168,2.082,medium,large,medium,103.9
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/72.jpg,pgen_seq12,0,323,883,612,1018,1024,1030,33648,12991,15227,3.19,large,large,medium,128.6
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/0.jpg,pgen_seq12,0,357,889,632,1019,1024,1030,29912,11549,13959,2.836,large,large,medium,121.3
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/147.jpg,pgen_seq12,0,553,536,728,639,1024,1030,13837,5342,7067,1.312,medium,large,small,82.5
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/194.jpg,pgen_seq12,0,357,853,655,1016,1024,1030,41728,16111,18932,3.956,large,large,medium,143.2
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/148.jpg,pgen_seq12,0,523,523,707,623,1024,1030,14393,5557,7214,1.365,medium,large,small,84.1
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/113.jpg,pgen_seq12,0,509,809,606,912,1024,1030,7591,2931,3935,0.72,medium,medium,small,61.1
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/26.jpg,pgen_seq12,0,380,695,550,816,1024,1030,15628,6034,8055,1.482,medium,large,small,87.7
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/12.jpg,pgen_seq12,0,377,701,542,827,1024,1030,15186,5863,8139,1.44,medium,large,small,86.4
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/108.jpg,pgen_seq12,0,508,807,606,908,1024,1030,7059,2725,3899,0.669,medium,medium,small,58.9
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/221.jpg,pgen_seq12,0,499,664,696,851,1024,1030,27455,10600,14372,2.603,large,large,medium,116.2
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/22.jpg,pgen_seq12,0,391,701,552,816,1024,1030,13825,5338,7255,1.311,medium,large,small,82.4
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/129.jpg,pgen_seq12,0,524,792,599,895,1024,1030,5909,2281,3052,0.56,medium,medium,small,53.9
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/140.jpg,pgen_seq12,0,596,760,708,852,1024,1030,6559,2532,4057,0.622,medium,medium,small,56.8
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/140.jpg,pgen_seq12,1,539,769,632,862,1024,1030,5106,1971,3411,0.484,medium,medium,small,50.1
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/100.jpg,pgen_seq12,0,503,820,603,921,1024,1030,7558,2918,3977,0.717,medium,medium,small,61.0
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/248.jpg,pgen_seq12,0,524,572,687,844,1024,1030,32353,12491,17286,3.067,large,large,medium,126.1
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/32.jpg,pgen_seq12,0,368,736,539,856,1024,1030,16232,6267,8035,1.539,medium,large,small,89.3
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/178.jpg,pgen_seq12,0,431,477,615,627,1024,1030,20399,7876,10785,1.934,medium,large,medium,100.1
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/9.jpg,pgen_seq12,0,380,660,546,798,1024,1030,15766,6087,8962,1.495,medium,large,small,88.0
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/44.jpg,pgen_seq12,0,369,744,536,858,1024,1030,14684,5669,7459,1.392,medium,large,small,85.0
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/106.jpg,pgen_seq12,0,339,808,580,970,1024,1030,31479,12154,15230,2.985,large,large,medium,124.4
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/80.jpg,pgen_seq12,0,361,783,519,888,1024,1030,13080,5050,6507,1.24,medium,large,small,80.2
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/35.jpg,pgen_seq12,0,367,739,534,846,1024,1030,14321,5529,7005,1.358,medium,large,small,83.9
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/48.jpg,pgen_seq12,0,367,723,535,836,1024,1030,15289,5903,7438,1.45,medium,large,small,86.7
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/229.jpg,pgen_seq12,0,515,646,715,887,1024,1030,32659,12609,18780,3.096,large,large,medium,126.7
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/33.jpg,pgen_seq12,0,365,725,534,842,1024,1030,15275,5897,7745,1.448,medium,large,small,86.7
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/141.jpg,pgen_seq12,0,553,711,720,828,1024,1030,13386,5168,7654,1.269,medium,large,small,81.1
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/43.jpg,pgen_seq12,0,372,748,535,859,1024,1030,14458,5582,7092,1.371,medium,large,small,84.3
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/90.jpg,pgen_seq12,0,459,857,623,954,1024,1030,12993,5016,6243,1.232,medium,large,small,79.9
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/223.jpg,pgen_seq12,0,507,627,712,852,1024,1030,33629,12984,17975,3.188,large,large,medium,128.6
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/55.jpg,pgen_seq12,0,356,756,507,859,1024,1030,12653,4885,6103,1.2,medium,large,small,78.9
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/183.jpg,pgen_seq12,0,380,529,570,683,1024,1030,19406,7492,11430,1.84,medium,large,medium,97.7
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/245.jpg,pgen_seq12,0,525,699,700,935,1024,1030,20369,7864,16104,1.931,medium,large,medium,100.1
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/143.jpg,pgen_seq12,0,572,652,743,758,1024,1030,13905,5369,7106,1.318,medium,large,small,82.7
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/226.jpg,pgen_seq12,0,512,644,722,876,1024,1030,32770,12652,18981,3.107,large,large,medium,126.9
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/213.jpg,pgen_seq12,0,491,527,671,731,1024,1030,25550,9865,14326,2.422,large,large,medium,112.1
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/175.jpg,pgen_seq12,0,436,492,622,616,1024,1030,18406,7106,9025,1.745,medium,large,small,95.1
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/125.jpg,pgen_seq12,0,521,796,600,896,1024,1030,5864,2264,3120,0.556,medium,medium,small,53.7
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/227.jpg,pgen_seq12,0,511,644,718,876,1024,1030,32753,12646,18711,3.105,large,large,medium,126.9
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/47.jpg,pgen_seq12,0,369,735,538,846,1024,1030,14814,5719,7351,1.405,medium,large,small,85.3
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/206.jpg,pgen_seq12,0,379,516,554,660,1024,1030,15387,5941,9853,1.459,medium,large,small,87.0
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/157.jpg,pgen_seq12,0,528,599,682,730,1024,1030,13893,5364,7899,1.317,medium,large,small,82.6
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/133.jpg,pgen_seq12,0,529,788,598,889,1024,1030,5117,1976,2757,0.485,medium,medium,small,50.2
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/233.jpg,pgen_seq12,0,520,660,710,894,1024,1030,28060,10834,17330,2.66,large,large,medium,117.4
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/184.jpg,pgen_seq12,0,455,492,602,604,1024,1030,12171,4699,6457,1.154,medium,large,small,77.3
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/13.jpg,pgen_seq12,0,381,697,540,820,1024,1030,15106,5832,7660,1.432,medium,large,small,86.2
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/144.jpg,pgen_seq12,0,575,645,743,752,1024,1030,14214,5488,7047,1.348,medium,large,small,83.6
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/53.jpg,pgen_seq12,0,355,768,515,871,1024,1030,13351,5155,6465,1.266,medium,large,small,81.0
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/196.jpg,pgen_seq12,0,513,517,652,667,1024,1030,14785,5708,8162,1.402,medium,large,small,85.3
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/16.jpg,pgen_seq12,0,376,716,536,836,1024,1030,14916,5759,7521,1.414,medium,large,small,85.6
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/195.jpg,pgen_seq12,0,375,523,564,678,1024,1030,18554,7163,11444,1.759,medium,large,medium,95.5
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/42.jpg,pgen_seq12,0,368,743,534,855,1024,1030,14832,5726,7286,1.406,medium,large,small,85.4
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/218.jpg,pgen_seq12,0,481,588,688,809,1024,1030,30419,11744,17828,2.884,large,large,medium,122.3
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/114.jpg,pgen_seq12,0,508,815,607,918,1024,1030,7421,2865,4015,0.704,medium,medium,small,60.4
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/222.jpg,pgen_seq12,0,509,625,718,830,1024,1030,30696,11851,16702,2.91,large,large,medium,122.8
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/38.jpg,pgen_seq12,0,367,747,532,854,1024,1030,13975,5396,6922,1.325,medium,large,small,82.9
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/237.jpg,pgen_seq12,0,527,673,707,919,1024,1030,26658,10292,17261,2.527,large,large,medium,114.5
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/15.jpg,pgen_seq12,0,379,696,543,819,1024,1030,14783,5708,7899,1.402,medium,large,small,85.3
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/25.jpg,pgen_seq12,0,385,692,547,810,1024,1030,14587,5632,7489,1.383,medium,large,small,84.7
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/152.jpg,pgen_seq12,0,468,517,654,608,1024,1030,13703,5291,6642,1.299,medium,large,small,82.1
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/146.jpg,pgen_seq12,0,586,609,756,712,1024,1030,13914,5372,6866,1.319,medium,large,small,82.7
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/96.jpg,pgen_seq12,0,496,821,618,931,1024,1030,10134,3913,5271,0.961,medium,large,small,70.6
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/84.jpg,pgen_seq12,0,324,839,584,1010,1024,1030,36138,13952,17332,3.426,large,large,medium,133.3
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/212.jpg,pgen_seq12,0,492,519,670,720,1024,1030,24755,9558,13960,2.347,large,large,medium,110.3
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/107.jpg,pgen_seq12,0,511,809,603,907,1024,1030,6908,2667,3555,0.655,medium,medium,small,58.3
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/246.jpg,pgen_seq12,0,513,613,667,890,1024,1030,27033,10437,16637,2.563,large,large,medium,115.3
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/217.jpg,pgen_seq12,0,383,536,554,674,1024,1030,15547,6002,9231,1.474,medium,large,small,87.4
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/134.jpg,pgen_seq12,0,529,787,599,890,1024,1030,5027,1941,2851,0.477,medium,medium,small,49.7
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/215.jpg,pgen_seq12,0,483,592,683,808,1024,1030,29161,11259,16840,2.765,large,large,medium,119.7
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/97.jpg,pgen_seq12,0,493,835,580,923,1024,1030,6149,2374,3024,0.583,medium,medium,small,55.0
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/135.jpg,pgen_seq12,0,528,784,599,884,1024,1030,5155,1990,2808,0.489,medium,medium,small,50.3
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/102.jpg,pgen_seq12,0,536,841,588,903,1024,1030,2407,929,1289,0.228,small,medium,small,34.4
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/219.jpg,pgen_seq12,0,480,640,664,810,1024,1030,24230,9355,12214,2.297,large,large,medium,109.1
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/168.jpg,pgen_seq12,0,539,505,704,643,1024,1030,14658,5659,8909,1.39,medium,large,small,84.9
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/63.jpg,pgen_seq12,0,361,765,516,867,1024,1030,12583,4858,6204,1.193,medium,large,small,78.6
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/228.jpg,pgen_seq12,0,379,555,552,688,1024,1030,15563,6009,9002,1.476,medium,large,small,87.5
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/242.jpg,pgen_seq12,0,528,673,711,922,1024,1030,27204,10503,17760,2.579,large,large,medium,115.6
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/56.jpg,pgen_seq12,0,353,755,512,854,1024,1030,13054,5040,6177,1.238,medium,large,small,80.1
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/119.jpg,pgen_seq12,0,519,811,600,910,1024,1030,6634,2561,3166,0.629,medium,medium,small,57.1
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/201.jpg,pgen_seq12,0,527,484,678,644,1024,1030,19160,7397,9448,1.817,medium,large,small,97.0
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/20.jpg,pgen_seq12,0,377,725,540,839,1024,1030,14287,5516,7282,1.355,medium,large,small,83.8
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/46.jpg,pgen_seq12,0,369,745,532,854,1024,1030,14551,5618,6965,1.38,medium,large,small,84.6
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/210.jpg,pgen_seq12,0,496,515,671,711,1024,1030,24082,9298,13386,2.283,large,large,medium,108.8
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/122.jpg,pgen_seq12,0,520,805,604,907,1024,1030,6358,2455,3380,0.603,medium,medium,small,55.9
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/153.jpg,pgen_seq12,0,467,513,640,611,1024,1030,13758,5312,6651,1.304,medium,large,small,82.2
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/127.jpg,pgen_seq12,0,520,797,599,896,1024,1030,5816,2245,3089,0.551,medium,medium,small,53.5
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/142.jpg,pgen_seq12,0,565,661,736,772,1024,1030,14951,5772,7438,1.418,medium,large,small,85.7
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/202.jpg,pgen_seq12,0,523,480,682,655,1024,1030,19988,7717,10872,1.895,medium,large,medium,99.1
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/74.jpg,pgen_seq12,0,367,775,520,875,1024,1030,12360,4772,6005,1.172,medium,large,small,77.9
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/136.jpg,pgen_seq12,0,527,780,599,884,1024,1030,5469,2112,2959,0.519,medium,medium,small,51.9
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/92.jpg,pgen_seq12,0,485,872,634,972,1024,1030,12382,4781,5849,1.174,medium,large,small,78.0
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/185.jpg,pgen_seq12,0,452,495,603,615,1024,1030,13158,5080,7101,1.248,medium,large,small,80.4
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/155.jpg,pgen_seq12,0,487,540,670,636,1024,1030,14162,5468,6891,1.343,medium,large,small,83.4
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/7.jpg,pgen_seq12,0,379,683,555,815,1024,1030,16510,6374,9089,1.565,medium,large,small,90.1
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/45.jpg,pgen_seq12,0,368,747,536,858,1024,1030,14885,5747,7308,1.411,medium,large,small,85.5
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/128.jpg,pgen_seq12,0,419,625,660,820,1024,1030,31963,12341,18313,3.03,large,large,medium,125.4
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/180.jpg,pgen_seq12,0,427,467,618,622,1024,1030,19872,7672,11564,1.884,medium,large,medium,98.8
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/73.jpg,pgen_seq12,0,365,776,522,872,1024,1030,11934,4608,5917,1.131,medium,large,small,76.6
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/94.jpg,pgen_seq12,0,495,827,620,930,1024,1030,10399,4015,5059,0.986,medium,large,small,71.5
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/132.jpg,pgen_seq12,0,527,791,599,890,1024,1030,5293,2044,2818,0.502,medium,medium,small,51.0
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/207.jpg,pgen_seq12,0,512,488,674,672,1024,1030,21271,8212,11642,2.017,medium,large,medium,102.3
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/151.jpg,pgen_seq12,0,467,508,662,608,1024,1030,15419,5953,7643,1.462,medium,large,small,87.1
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/88.jpg,pgen_seq12,0,367,775,519,882,1024,1030,13307,5138,6380,1.262,medium,large,small,80.9
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/65.jpg,pgen_seq12,0,363,769,516,870,1024,1030,12176,4701,6065,1.154,medium,large,small,77.4
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/176.jpg,pgen_seq12,0,432,500,614,634,1024,1030,18452,7124,9538,1.749,medium,large,small,95.2
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/161.jpg,pgen_seq12,0,383,461,582,644,1024,1030,20898,8068,14208,1.981,medium,large,medium,101.4
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/139.jpg,pgen_seq12,0,421,512,667,755,1024,1030,41119,15876,23269,3.899,large,large,medium,142.2
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/77.jpg,pgen_seq12,0,361,780,518,883,1024,1030,12623,4874,6344,1.197,medium,large,small,78.8
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/61.jpg,pgen_seq12,0,324,883,622,1018,1024,1030,34059,13150,15700,3.229,large,large,medium,129.4
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/149.jpg,pgen_seq12,0,487,505,671,606,1024,1030,14874,5743,7285,1.41,medium,large,small,85.5
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/240.jpg,pgen_seq12,0,527,672,711,916,1024,1030,26275,10144,17499,2.491,large,large,medium,113.6
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/224.jpg,pgen_seq12,0,511,628,716,856,1024,1030,31400,12123,18213,2.977,large,large,medium,124.2
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/239.jpg,pgen_seq12,0,383,551,548,687,1024,1030,15606,6025,8780,1.48,medium,large,small,87.6
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/130.jpg,pgen_seq12,0,525,791,599,892,1024,1030,5320,2054,2954,0.504,medium,medium,small,51.1
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/24.jpg,pgen_seq12,0,385,687,552,804,1024,1030,14563,5623,7654,1.381,medium,large,small,84.6
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/203.jpg,pgen_seq12,0,523,477,675,655,1024,1030,20026,7732,10574,1.899,medium,large,medium,99.2
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/160.jpg,pgen_seq12,0,528,591,680,712,1024,1030,12925,4990,7207,1.225,medium,large,small,79.7
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/243.jpg,pgen_seq12,0,527,680,710,914,1024,1030,25081,9683,16694,2.378,large,large,medium,111.0
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/30.jpg,pgen_seq12,0,380,704,547,818,1024,1030,14695,5674,7459,1.393,medium,large,small,85.0
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/187.jpg,pgen_seq12,0,467,491,614,602,1024,1030,12280,4741,6400,1.164,medium,large,small,77.7
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/231.jpg,pgen_seq12,0,516,651,722,899,1024,1030,32571,12575,19900,3.088,large,large,medium,126.5
PolypGen,/home/samsul/Documents/Polyp Detection/Polyp-Gen:/seq12/images/181.jpg,pgen_seq12,0,445,491,619,623,1024,1030,16602,6410,8986,1.574,medium,large,small,90.3
