dataset,image,mask,group_id,n_polyp,has_polyp,img_h,img_w
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7fazv92ywx0755xov2erga.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7fazv92ywx0755xov2erga.jpg,kvasir,1,1,528,605
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju1aqqv02qwz0878a5cyhr67.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju1aqqv02qwz0878a5cyhr67.jpg,kvasir,1,1,547,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7f4sc62xqj075597xpmuoy.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7f4sc62xqj075597xpmuoy.jpg,kvasir,1,1,547,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju31w6goazci0799n014ly1q.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju31w6goazci0799n014ly1q.jpg,kvasir,1,1,547,627
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju76lsehyia10987u54vn8rb.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju76lsehyia10987u54vn8rb.jpg,kvasir,1,1,546,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju6z2616wqbk07555bvnuyr1.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju6z2616wqbk07555bvnuyr1.jpg,kvasir,1,1,531,554
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2srvy5440s0801y1ba9akr.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2srvy5440s0801y1ba9akr.jpg,kvasir,1,1,528,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju32pzh9bpw10855q4vaxfhe.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju32pzh9bpw10855q4vaxfhe.jpg,kvasir,1,1,546,621
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7emdni2py40871ivhxjtut.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7emdni2py40871ivhxjtut.jpg,kvasir,1,1,529,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju1871y11d6r0799k6cw4yze.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju1871y11d6r0799k6cw4yze.jpg,kvasir,1,1,531,480
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5ht88gedbu0755xrcuddcx.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5ht88gedbu0755xrcuddcx.jpg,kvasir,1,1,547,619
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju6yxyt0wh080871sqpepu47.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju6yxyt0wh080871sqpepu47.jpg,kvasir,1,1,528,616
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju3tsh4lfsok0987w6x3a0v1.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju3tsh4lfsok0987w6x3a0v1.jpg,kvasir,1,1,530,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju0qoxqj9q6s0835b43399p4.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju0qoxqj9q6s0835b43399p4.jpg,kvasir,1,1,1070,1348
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cjyzuio1qgh040763k56deohv.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cjyzuio1qgh040763k56deohv.jpg,kvasir,1,1,576,720
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju1euant5l960878iqj5vvto.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju1euant5l960878iqj5vvto.jpg,kvasir,1,1,531,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2zr3c3vwb00993jn06bbaz.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2zr3c3vwb00993jn06bbaz.jpg,kvasir,1,1,531,575
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju45lbgznahl08180xz1h7u6.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju45lbgznahl08180xz1h7u6.jpg,kvasir,1,1,527,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju3ykamdj9u208503pygyuc8.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju3ykamdj9u208503pygyuc8.jpg,kvasir,2,1,1010,1220
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5ccpvqash50850kb4bs22k.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5ccpvqash50850kb4bs22k.jpg,kvasir,1,1,482,592
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju45jpvfn6c809873pv1i34s.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju45jpvfn6c809873pv1i34s.jpg,kvasir,1,1,530,593
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5knbbqfipk080128cggukq.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5knbbqfipk080128cggukq.jpg,kvasir,1,1,529,597
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju34ouumcznz07996gg1xq7v.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju34ouumcznz07996gg1xq7v.jpg,kvasir,1,1,547,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2nguelpmlj0835rojdn097.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2nguelpmlj0835rojdn097.jpg,kvasir,1,1,529,591
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2nfnvxzdkd0878399axlco.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2nfnvxzdkd0878399axlco.jpg,kvasir,1,1,546,598
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5f0dezct4q08183ydw11dx.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5f0dezct4q08183ydw11dx.jpg,kvasir,1,1,546,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5ft6mcd5q40987rhjgbrr6.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5ft6mcd5q40987rhjgbrr6.jpg,kvasir,1,1,530,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju87z6o6nh73085045bzsx6o.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju87z6o6nh73085045bzsx6o.jpg,kvasir,1,1,530,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju43b8daly4408170e5ev06g.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju43b8daly4408170e5ev06g.jpg,kvasir,1,1,531,600
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju32srle1xfq083575i3fl75.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju32srle1xfq083575i3fl75.jpg,kvasir,1,1,547,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2z45kuzf6d0988nz2c819m.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2z45kuzf6d0988nz2c819m.jpg,kvasir,1,1,529,562
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5cu8qkb84x08186jwo8yin.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5cu8qkb84x08186jwo8yin.jpg,kvasir,1,1,530,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju1fb9236a110801yvg0fwju.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju1fb9236a110801yvg0fwju.jpg,kvasir,1,1,547,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju40wto5kxwi0755it190f2k.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju40wto5kxwi0755it190f2k.jpg,kvasir,1,1,1070,1348
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju6yywx1whbb0871ksgfgf9f.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju6yywx1whbb0871ksgfgf9f.jpg,kvasir,1,1,530,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju13cgqmnhwn0988yrainhcp.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju13cgqmnhwn0988yrainhcp.jpg,kvasir,1,1,546,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju884985nlmx0817vzpax3y4.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju884985nlmx0817vzpax3y4.jpg,kvasir,2,1,529,581
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7ebe962hr409872ovibahw.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7ebe962hr409872ovibahw.jpg,kvasir,1,1,530,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7bmi1v1pnj0987pa52jjok.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7bmi1v1pnj0987pa52jjok.jpg,kvasir,1,1,530,614
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2qdj95ru8g09886gfi9rsz.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2qdj95ru8g09886gfi9rsz.jpg,kvasir,1,1,531,571
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju34i3qvcyog0855qiejxx5w.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju34i3qvcyog0855qiejxx5w.jpg,kvasir,1,1,529,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cjyzl833ndne80838pzuq6ila.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cjyzl833ndne80838pzuq6ila.jpg,kvasir,1,1,576,720
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2zm0axztpe0988r8s9twjr.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2zm0axztpe0988r8s9twjr.jpg,kvasir,1,1,528,623
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2rzpsmtb0f0835jabkbao1.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2rzpsmtb0f0835jabkbao1.jpg,kvasir,1,1,528,528
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju8bff9nrfi10850fmfzbf8v.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju8bff9nrfi10850fmfzbf8v.jpg,kvasir,1,1,529,437
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5xkwzxmf0z0818gk4xabdm.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5xkwzxmf0z0818gk4xabdm.jpg,kvasir,1,1,505,609
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju8c2rqzs5t80850d0zky5dy.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju8c2rqzs5t80850d0zky5dy.jpg,kvasir,1,1,490,615
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju3xga12iixg0817dijbvjxw.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju3xga12iixg0817dijbvjxw.jpg,kvasir,1,1,530,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju1drnhbrb9409935wi7vkhg.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju1drnhbrb9409935wi7vkhg.jpg,kvasir,1,1,529,619
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7dff9529h208503w60lbil.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7dff9529h208503w60lbil.jpg,kvasir,1,1,530,619
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5vgawslbe30987ndeepc1b.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5vgawslbe30987ndeepc1b.jpg,kvasir,1,1,530,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7fnfv02tt90801djnix9m8.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7fnfv02tt90801djnix9m8.jpg,kvasir,1,1,528,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5hjxaae3i40850h5z2laf5.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5hjxaae3i40850h5z2laf5.jpg,kvasir,1,1,530,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5cky5xb0ay0801oxet697t.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5cky5xb0ay0801oxet697t.jpg,kvasir,1,1,528,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/ck2bxiswtxuw80838qkisqjwz.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/ck2bxiswtxuw80838qkisqjwz.jpg,kvasir,1,1,520,621
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju8arof2qpf20850ifr1bnqj.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju8arof2qpf20850ifr1bnqj.jpg,kvasir,1,1,530,594
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju35i2e63uxr0835h7zgkg9k.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju35i2e63uxr0835h7zgkg9k.jpg,kvasir,1,1,531,614
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2xwm1s84l50799i60mq0pu.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2xwm1s84l50799i60mq0pu.jpg,kvasir,1,1,547,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju8cwy02t9eq08185qn12c02.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju8cwy02t9eq08185qn12c02.jpg,kvasir,1,1,547,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cjyzul1qggwwj07216mhiv5sy.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cjyzul1qggwwj07216mhiv5sy.jpg,kvasir,1,1,1072,1920
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju15czxqp3lv0835jvhgzurz.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju15czxqp3lv0835jvhgzurz.jpg,kvasir,1,1,547,620
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju8azmhcr66e0755t61atz72.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju8azmhcr66e0755t61atz72.jpg,kvasir,1,1,531,548
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju8bk8oirjhw0817hgkua2w8.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju8bk8oirjhw0817hgkua2w8.jpg,kvasir,1,1,509,575
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2uwz9f5yf1085506cfamfx.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2uwz9f5yf1085506cfamfx.jpg,kvasir,1,1,1011,1220
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju772304yw5t0818vbw8kkjf.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju772304yw5t0818vbw8kkjf.jpg,kvasir,1,1,546,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju6vifjlv55z0987un6y4zdo.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju6vifjlv55z0987un6y4zdo.jpg,kvasir,1,1,529,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju1cvkfwqrec0993wbp1jlzm.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju1cvkfwqrec0993wbp1jlzm.jpg,kvasir,1,1,531,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju6wll7wvo3y08502pagos8m.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju6wll7wvo3y08502pagos8m.jpg,kvasir,1,1,497,568
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju3y54kwj3nr0801biidlb4e.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju3y54kwj3nr0801biidlb4e.jpg,kvasir,1,1,546,620
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju77vvcwzcm50850lzoykuva.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju77vvcwzcm50850lzoykuva.jpg,kvasir,1,1,529,618
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2qxxko229x08786gvxxhur.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2qxxko229x08786gvxxhur.jpg,kvasir,1,1,530,484
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2hx006vidl0799igm81vmh.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2hx006vidl0799igm81vmh.jpg,kvasir,1,1,528,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju43eigtm6ev0801mv0m96t1.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju43eigtm6ev0801mv0m96t1.jpg,kvasir,1,1,528,619
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2ouil2mssu0993hvxsed6d.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2ouil2mssu0993hvxsed6d.jpg,kvasir,1,1,511,605
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5wrrs0m2af0818vmnajbtw.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5wrrs0m2af0818vmnajbtw.jpg,kvasir,1,1,547,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7cl8zm1xcu0817ado0jpas.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7cl8zm1xcu0817ado0jpas.jpg,kvasir,1,1,530,570
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju1b3zgj3d8e0801kpolea6c.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju1b3zgj3d8e0801kpolea6c.jpg,kvasir,1,1,528,601
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju45pm27n80u08174kyow1gj.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju45pm27n80u08174kyow1gj.jpg,kvasir,1,1,547,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju8axq24r4an0755yhv9d4ly.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju8axq24r4an0755yhv9d4ly.jpg,kvasir,1,1,530,603
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7b9vcs1luz0987ta60j1dy.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7b9vcs1luz0987ta60j1dy.jpg,kvasir,1,1,547,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7adqyj1jcx08712r1ro5gx.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7adqyj1jcx08712r1ro5gx.jpg,kvasir,1,1,480,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2hlm19vjjf0801o69qnber.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2hlm19vjjf0801o69qnber.jpg,kvasir,1,1,530,570
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/ck2da7fwcjfis07218r1rvm95.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/ck2da7fwcjfis07218r1rvm95.jpg,kvasir,1,1,576,720
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju0sr5ghl0nd08789uzf1raf.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju0sr5ghl0nd08789uzf1raf.jpg,kvasir,2,1,1019,1214
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju83mki1jv5w0817kubxm31r.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju83mki1jv5w0817kubxm31r.jpg,kvasir,1,1,547,625
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju1d50a94qf50855wsowacrc.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju1d50a94qf50855wsowacrc.jpg,kvasir,1,1,530,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2wve9v7esz0878mxsdcy04.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2wve9v7esz0878mxsdcy04.jpg,kvasir,1,1,529,620
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2trbpkv0c00988hxla5dzz.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2trbpkv0c00988hxla5dzz.jpg,kvasir,1,1,531,610
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju8doa16u5gh0818w1ywda3q.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju8doa16u5gh0818w1ywda3q.jpg,kvasir,1,1,529,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5xneamme2p0801qdf7fdwv.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5xneamme2p0801qdf7fdwv.jpg,kvasir,1,1,527,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7ahtkb1jr90801jck4kbds.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7ahtkb1jr90801jck4kbds.jpg,kvasir,1,1,546,602
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju3v11mrgwwb0755u242ygye.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju3v11mrgwwb0755u242ygye.jpg,kvasir,1,1,530,622
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju893jmdompz0817xn3g1w4h.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju893jmdompz0817xn3g1w4h.jpg,kvasir,1,1,547,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5f8hxdcxxn08188obby0ea.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5f8hxdcxxn08188obby0ea.jpg,kvasir,1,1,520,615
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7dda8w2br20818zhsuz8s7.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7dda8w2br20818zhsuz8s7.jpg,kvasir,1,1,530,564
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju3y9difj6th0801kd1rqm3w.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju3y9difj6th0801kd1rqm3w.jpg,kvasir,1,1,529,597
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju30lncba3ny0878jwnous8n.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju30lncba3ny0878jwnous8n.jpg,kvasir,1,1,530,570
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju87nkyrnb970801q84m47yt.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju87nkyrnb970801q84m47yt.jpg,kvasir,1,1,530,620
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju88q6h6obpd0871ckmiabbo.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju88q6h6obpd0871ckmiabbo.jpg,kvasir,3,1,546,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5u4pywk81x0817vn9pe14z.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5u4pywk81x0817vn9pe14z.jpg,kvasir,1,1,531,570
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2ricdv2iys0878sv1adh0u.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2ricdv2iys0878sv1adh0u.jpg,kvasir,1,1,530,616
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju8dk7eztzup08182yxko5zh.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju8dk7eztzup08182yxko5zh.jpg,kvasir,1,1,528,623
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju2hgsptlfam0835o3b59h1o.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju2hgsptlfam0835o3b59h1o.jpg,kvasir,1,1,528,530
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju7d7tly27h408016fyp5nr7.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju7d7tly27h408016fyp5nr7.jpg,kvasir,1,1,528,528
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju16fpvhzypl0799p9phnlx6.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju16fpvhzypl0799p9phnlx6.jpg,kvasir,1,1,546,626
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju1f79yhsb5w0993txub59ol.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju1f79yhsb5w0993txub59ol.jpg,kvasir,1,1,528,623
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju5ekty5ckzf07550c9u3ckk.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju5ekty5ckzf07550c9u3ckk.jpg,kvasir,1,1,546,625
Kvasir-SEG,/home/samsul/Documents/Polyp Detection/kvasir-seg/images/cju8cattbsivm0818p446wgel.jpg,/home/samsul/Documents/Polyp Detection/kvasir-seg/masks/cju8cattbsivm0818p446wgel.jpg,kvasir,1,1,531,621
