dataset,image_path,mask_path,group_id,grouping_level,split
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\6.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\6.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\7.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\7.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\8.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\8.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\9.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\9.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\10.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\10.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\11.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\11.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\12.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\12.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\13.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\13.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\14.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\14.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\15.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\15.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\16.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\16.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\17.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\17.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\18.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\18.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\19.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\19.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\20.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\20.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\21.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\21.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\22.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\22.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\23.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\23.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\24.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\24.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\25.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\25.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\26.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\26.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\27.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\27.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\28.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\28.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\29.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\29.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\30.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\30.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\31.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\31.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\32.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\32.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\33.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\33.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\34.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\34.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\35.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\35.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\36.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\36.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\37.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\37.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\38.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\38.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\39.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\39.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\40.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\40.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\41.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\41.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\42.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\42.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\43.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\43.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\44.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\44.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\45.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\45.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\46.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\46.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\47.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\47.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\48.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\48.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\49.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\49.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\50.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\50.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\51.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\51.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\52.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\52.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\53.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\53.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\54.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\54.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\55.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\55.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\56.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\56.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\57.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\57.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\58.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\58.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\59.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\59.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\60.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\60.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\61.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\61.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\62.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\62.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\63.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\63.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\64.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\64.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\65.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\65.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\66.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\66.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\67.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\67.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\68.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\68.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\69.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\69.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\70.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\70.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\71.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\71.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\72.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\72.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\73.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\73.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\74.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\74.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\75.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\75.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\76.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\76.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\77.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\77.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\78.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\78.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\79.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\79.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\80.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\80.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\81.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\81.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\82.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\82.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\83.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\83.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\84.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\84.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\85.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\85.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\86.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\86.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\87.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\87.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\88.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\88.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\89.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\89.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq6\images\90.jpg,C:\VISKOM\Polyp-Gen\seq6\masks\90.jpg,PolypGen_seq6,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\0.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\0.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\1.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\1.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\2.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\2.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\3.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\3.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\4.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\4.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\5.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\5.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\6.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\6.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\7.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\7.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\8.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\8.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\9.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\9.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\10.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\10.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\11.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\11.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\12.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\12.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\13.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\13.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\14.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\14.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\15.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\15.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\16.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\16.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\17.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\17.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\18.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\18.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\19.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\19.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\20.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\20.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\21.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\21.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\22.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\22.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\23.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\23.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\24.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\24.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\25.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\25.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\26.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\26.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\27.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\27.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\28.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\28.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\29.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\29.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\30.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\30.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\31.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\31.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\32.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\32.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\33.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\33.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\34.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\34.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\35.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\35.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\36.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\36.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\37.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\37.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\38.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\38.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\39.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\39.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\40.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\40.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\41.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\41.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\42.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\42.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\43.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\43.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\44.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\44.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\45.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\45.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\46.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\46.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq7\images\47.jpg,C:\VISKOM\Polyp-Gen\seq7\masks\47.jpg,PolypGen_seq7,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\0.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\0.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\1.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\1.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\2.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\2.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\3.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\3.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\4.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\4.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\5.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\5.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\6.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\6.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\7.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\7.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\8.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\8.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\9.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\9.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\10.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\10.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\11.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\11.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\12.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\12.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\13.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\13.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\14.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\14.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\15.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\15.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\16.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\16.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\17.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\17.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\18.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\18.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\19.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\19.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\20.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\20.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\21.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\21.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\22.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\22.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\23.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\23.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\24.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\24.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\25.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\25.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\26.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\26.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\27.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\27.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\28.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\28.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\29.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\29.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\30.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\30.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\31.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\31.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\32.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\32.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\33.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\33.jpg,PolypGen_seq8,sequence,train
PolypGen,C:\VISKOM\Polyp-Gen\seq8\images\34.jpg,C:\VISKOM\Polyp-Gen\seq8\masks\34.jpg,PolypGen_seq8,sequence,train
